Rk,Team,Year,G#,,Opp.,Pts,PtsO,PtDif,TD,XPA,XPM,FGA,FGM,2PM,Sfty,KRTD,PRTD,INTD,FRTD,OppKRTD,OppPRTD,OppINTD,OppFRTD
229,TULSA,2014,2,,OKLAHOMA,7,52,-45,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
230,UCLA,2014,2,,MEMPHIS,42,35,7,6,5,4,0,0,1,0,0,0,0,0,0,0,0,0
231,UTAH,2014,2,,FRESNO ST,59,27,32,8,8,8,1,1,0,0,0,0,0,0,0,0,0,0
232,UTAH ST,2014,2,,IDAHO ST,40,20,20,5,5,4,3,2,0,0,0,1,0,0,0,0,0,0
233,VANDERBILT,2014,2,N,OLE MISS,3,41,-38,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
234,VIRGINIA,2014,2,,RICHMOND,45,13,32,5,6,6,2,1,0,0,0,0,0,0,0,0,0,0
235,VA TECH,2014,2,@,OHIO STATE,35,21,14,5,5,5,1,0,0,0,0,0,0,0,0,0,0,0
236,WAKE,2014,2,,GARD-WEBB,23,7,16,2,2,2,3,3,0,0,0,0,0,0,0,0,0,0
237,WASHINGTON,2014,2,,E WASHGTON,59,52,7,8,7,6,1,1,1,0,0,0,0,0,0,0,0,0
238,W VIRGINIA,2014,2,,TOWSON,54,0,54,7,7,7,2,1,0,0,0,0,0,0,0,0,0,0
239,W KENTUCKY,2014,2,@,ILLINOIS,34,42,-8,3,4,4,2,2,0,0,0,0,0,0,0,0,0,0
240,WISCONSIN,2014,2,,W ILLINOIS,37,3,34,5,5,5,1,0,0,0,0,0,0,0,0,0,0,0
241,WYOMING,2014,2,,AIR FORCE,17,13,4,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0
242,BYU,2014,3,,HOUSTON,33,25,8,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0
243,HOUSTON,2014,3,@,BYU,25,33,-8,3,3,1,3,2,0,1,0,0,0,0,0,0,0,0
244,LA TECH,2014,3,@,N TEXAS,42,21,21,6,6,6,1,0,0,0,0,0,0,0,0,0,0,0
245,N TEXAS,2014,3,,LA TECH,21,42,-21,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0
246,BAYLOR,2014,3,@,BUFFALO,63,21,42,9,9,9,1,0,0,0,0,0,0,0,0,0,0,0
247,BUFFALO,2014,3,,BAYLOR,21,63,-42,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0
248,CINCINNATI,2014,1,,TOLEDO,58,34,24,8,8,7,1,1,0,0,0,0,0,0,0,0,0,0
249,TOLEDO,2014,3,@,CINCINNATI,34,58,-24,4,4,4,4,2,0,0,0,0,0,0,0,0,0,0
250,AIR FORCE,2014,3,@,GA STATE,48,38,10,6,6,6,2,2,0,0,0,0,0,0,0,0,0,0
251,ALABAMA,2014,3,,SO MISS,52,12,40,7,7,7,1,1,0,0,0,0,0,0,0,0,0,0
252,UAB,2014,3,,ALAB A&M,41,14,27,6,5,5,0,0,0,0,0,0,0,0,0,1,0,0
253,ARIZONA,2014,3,,NEVADA,35,28,7,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
254,ARIZONA ST,2014,3,@,COLORADO,38,24,14,5,5,5,1,1,0,0,0,0,0,0,0,0,0,0
255,ARKANSAS,2014,3,@,TEXAS TECH,49,28,21,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0
256,ARK STATE,2014,3,@,MIAMI FL,20,41,-21,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0
257,ARMY,2014,2,@,STANFORD,0,35,-35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,BALL ST,2014,3,,INDIANA ST,20,27,-7,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
259,BOISE ST,2014,3,@,UCONN,38,21,17,4,5,5,1,1,0,0,0,0,0,0,0,0,0,0
260,BOSTON COL,2014,3,,USC,37,31,6,5,5,4,2,1,0,0,0,0,0,0,0,0,0,0
261,BOWL GREEN ,2014,3,,INDIANA ,45,42,3,5,4,3,4,4,0,0,0,0,0,0,0,0,0,0
262,UCF ,2014,2,@,MISSOURI,10,38,-28,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0
263,C MICHIGAN,2014,3,,SYRACUSE,3,40,-37,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
264,COLORADO,2014,3,,ARIZONA ST,24,38,-14,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0
265,COLO STATE,2014,3,,UC DAVIS,49,21,28,7,7,7,1,0,0,0,0,0,0,0,0,0,0,0
266,UCONN,2014,3,,BOISE ST,21,38,-17,2,1,1,2,2,1,0,0,0,0,0,0,0,0,0
267,DUKE,2014,3,,KANSAS,41,3,38,5,5,5,2,2,0,0,0,0,0,0,0,0,0,0
268,E CAROLINA,2014,3,@,VA TECH,28,21,7,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0
269,E MICHIGAN,2014,3,@,DOMINION,3,17,-14,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
270,FLORIDA,2014,2,,KENTUCKY,36,30,6,4,3,3,5,3,0,0,0,0,0,0,0,0,0,0
271,FAU,2014,3,,TULSA,50,21,29,6,5,5,2,2,0,0,0,0,0,0,0,0,0,0
272,FIU,2014,3,,PITTSBURGH,25,42,-17,3,2,2,1,1,0,2,0,0,0,0,0,0,0,0
273,FRESNO ST,2014,3,,NEBRASKA,19,55,-36,2,2,2,2,1,0,0,0,0,0,0,0,1,0,0
274,GEORGIA,2014,2,@,S CAROLINA,35,38,-3,4,3,3,4,2,1,0,0,0,0,0,0,0,0,0
275,GA SOUTHRN,2014,3,@,GA TECH,38,42,-4,5,3,3,1,1,1,0,0,0,0,0,0,0,0,0
276,GA STATE,2014,3,,AIR FORCE,38,48,-10,5,5,5,1,1,0,0,0,0,0,0,0,0,0,0
277,GA TECH,2014,3,,GA SOUTHRN,42,38,4,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0
278,HAWAII,2014,3,,0,27,24,3,2,3,3,2,2,0,0,0,0,0,0,0,0,0,0
279,IDAHO,2014,2,,W MICHIGAN ,33,45,-12,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0
280,ILLINOIS,2014,3,@,WASHINGTON,19,44,-25,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0
281,INDIANA ,2014,2,@,BOWL GREEN ,42,45,-3,6,6,6,1,0,0,0,0,0,0,0,0,0,0,0
282,IOWA,2014,3,,IOWA STATE,17,20,-3,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0
283,IOWA STATE,2014,3,@,IOWA,20,17,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
284,KANSAS,2014,2,@,DUKE,3,41,-38,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
285,KENT STATE,2014,3,@,OHIO STATE,0,66,-66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,KENTUCKY,2014,3,@,FLORIDA,30,36,-6,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0
287,LA LAFAYET,2014,3,@,OLE MISS,15,56,-41,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0
288,LA MONROE,2014,3,@,LSU,0,31,-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,LSU,2014,3,,LA MONROE,31,0,31,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0
290,LOUISVILLE,2014,3,@,VIRGINIA,21,23,-2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0
291,MARSHALL,2014,3,,OHIO,44,14,30,5,5,5,4,3,0,0,0,0,0,0,0,0,0,0
292,MARYLAND,2014,3,,W VIRGINIA,37,40,-3,4,4,4,3,3,0,1,0,1,0,0,0,0,0,0
293,UMASS,2014,3,@,VANDERBILT,31,34,-3,4,4,4,2,1,0,0,0,0,0,0,0,1,0,0
294,MIAMI FL,2014,3,,ARK STATE,41,20,21,6,6,5,0,0,0,0,0,0,0,0,0,0,0,0
295,MIAMI OH,2014,3,@,MICHIGAN,10,34,-24,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
296,MICHIGAN,2014,3,,MIAMI OH,34,10,24,4,4,4,2,2,0,0,0,0,0,0,0,0,0,0
297,MIDDLE TN,2014,3,,W KENTUCKY,50,47,3,6,5,5,3,3,0,0,0,0,0,0,0,0,0,0
298,MINNESOTA,2014,3,@,TCU,7,30,-23,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
299,OLE MISS,2014,3,,LA LAFAYET,56,15,41,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0
300,MISS STATE,2014,3,@,S ALABAMA,35,3,32,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
301,MISSOURI,2014,3,,UCF ,38,10,28,4,5,5,1,1,0,0,0,0,0,0,0,0,0,0
302,NAVY,2014,3,@,TEXAS ST,35,21,14,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
303,NEBRASKA,2014,3,@,FRESNO ST,55,19,36,7,7,7,3,2,0,1,0,1,0,0,0,0,0,0
304,NEVADA,2014,3,@,ARIZONA,28,35,-7,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0
305,UNLV,2014,3,,N ILLINOIS,34,48,-14,4,3,3,2,1,1,0,0,0,0,0,0,0,0,0
306,NEW MEX ST,2014,3,@,UTEP,24,42,-18,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0
307,NC STATE,2014,3,@,0,49,17,32,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0
308,N ILLINOIS,2014,3,@,0,48,34,14,6,6,6,2,2,0,1,0,0,0,0,0,0,0,0
309,NOTRE DAME,2014,3,N,PURDUE,30,14,16,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0
310,OHIO,2014,3,@,MARSHALL,14,44,-30,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
311,OHIO STATE,2014,3,,KENT STATE,66,0,66,9,9,9,1,1,0,0,0,0,0,0,0,0,0,0
312,OKLAHOMA,2014,3,,TENNESSEE,34,10,24,4,4,4,3,2,0,0,0,0,0,0,0,0,0,0
313,OKLA STATE,2014,3,,UTSA,43,13,30,5,4,4,3,3,0,0,0,0,0,0,0,0,0,0
314,DOMINION,2014,3,,E MICHIGAN,17,3,14,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0
315,OREGON,2014,3,,WYOMING,48,14,34,7,7,6,0,0,0,0,0,0,0,0,0,0,0,0
316,PENN STATE,2014,3,@,RUTGERS,13,10,3,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0
317,PITTSBURGH,2014,3,@,FIU,42,25,17,5,5,5,1,1,0,1,0,0,0,0,0,0,0,0
318,PURDUE,2014,3,N,NOTRE DAME,14,30,-16,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
319,RICE,2014,2,@,TEXAS A&M,10,38,-28,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0
320,RUTGERS,2014,3,,PENN STATE,10,13,-3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
321,S ALABAMA,2014,2,,MISS STATE,3,35,-32,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
322,S CAROLINA,2014,3,,GEORGIA,38,35,3,5,5,5,1,1,0,0,0,0,0,0,0,0,0,0
323,0,2014,3,,NC STATE,17,49,-32,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0
324,USC,2014,3,@,BOSTON COL,31,37,-6,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0
325,SO MISS,2014,3,@,ALABAMA,12,52,-40,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0
326,STANFORD,2014,3,,ARMY,35,0,35,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
327,SYRACUSE,2014,2,@,C MICHIGAN,40,3,37,4,5,5,3,1,0,0,0,0,0,0,0,0,0,0
328,TENNESSEE,2014,3,@,OKLAHOMA,10,34,-24,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
329,TEXAS,2014,3,N,UCLA,17,20,-3,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0
330,TEXAS A&M,2014,3,,RICE,38,10,28,5,5,5,1,1,0,0,0,0,0,0,0,0,0,0
331,TCU,2014,2,,MINNESOTA,30,7,23,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
332,UTEP,2014,3,,NEW MEX ST,42,24,18,6,6,6,1,0,0,0,0,0,0,0,0,0,0,0
333,UTSA,2014,3,@,OKLA STATE,13,43,-30,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0
334,TEXAS ST,2014,2,,NAVY,21,35,-14,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0
335,TEXAS TECH,2014,3,,ARKANSAS,28,49,-21,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
336,TROY,2014,3,,ABILENE CH,35,38,-3,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
337,TULANE,2014,3,,SE LA,35,20,15,5,5,5,1,0,0,0,0,0,0,0,0,0,0,0
338,TULSA,2014,3,@,FAU,21,50,-29,3,3,3,0,0,0,1,0,0,0,0,0,0,0,0
339,UCLA,2014,3,N,TEXAS,20,17,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
340,UTAH ST,2014,3,,WAKE,36,24,12,4,5,3,2,1,0,0,0,0,0,0,0,0,0,0
341,VANDERBILT,2014,3,,UMASS,34,31,3,4,2,2,0,0,1,0,0,1,0,0,0,0,0,0
342,VIRGINIA,2014,3,,LOUISVILLE,23,21,2,2,2,2,3,3,0,0,0,0,0,0,0,0,0,0
343,VA TECH,2014,3,,E CAROLINA,21,28,-7,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0
344,WAKE,2014,3,@,UTAH ST,24,36,-12,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0
345,WASHINGTON,2014,3,,ILLINOIS,44,19,25,4,5,5,3,3,0,1,0,0,0,0,0,0,0,0
346,WASH STATE,2014,3,,PORTLAND,59,21,38,8,8,8,1,1,0,0,0,0,0,0,0,0,0,0
347,W VIRGINIA,2014,3,@,MARYLAND,40,37,3,5,5,5,2,1,0,0,0,0,0,0,0,1,0,0
348,W KENTUCKY,2014,3,@,MIDDLE TN,47,50,-3,5,5,5,5,4,0,0,0,0,0,0,0,0,0,0
349,W MICHIGAN ,2014,2,@,IDAHO,45,33,12,6,6,6,1,1,0,1,0,0,0,0,0,0,0,0
350,WYOMING,2014,3,@,OREGON,14,48,-34,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
351,AUBURN,2014,3,@,KANSAS ST,20,14,6,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
352,KANSAS ST,2014,3,,AUBURN,14,20,-6,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0
353,UCONN,2014,4,@,0,14,17,-3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
354,0,2014,4,,UCONN,17,14,3,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0
355,AKRON ,2014,3,,MARSHALL,17,48,-31,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0
356,ALABAMA,2014,4,,FLORIDA,42,21,21,6,6,6,1,0,0,0,0,0,0,0,0,0,0,0
357,APP STATE,2014,3,@,SO MISS,20,21,-1,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0
358,ARIZONA,2014,4,,CAL,49,45,4,6,4,4,4,3,0,0,0,0,0,0,0,0,0,0
359,ARKANSAS,2014,4,,N ILLINOIS,52,14,38,6,7,7,2,1,0,0,1,0,0,0,0,0,0,0
360,ARK STATE,2014,4,,UTAH ST,21,14,7,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0
361,ARMY,2014,3,@,WAKE,21,24,-3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0
362,BALL ST,2014,4,@,TOLEDO,23,34,-11,2,2,2,4,3,0,0,0,0,0,0,0,0,0,0
363,BOISE ST,2014,4,,LA LAFAYET,34,9,25,4,4,4,4,2,0,0,0,0,0,0,0,0,0,0
364,BOSTON COL,2014,4,,MAINE,40,10,30,5,5,4,2,2,0,0,0,0,0,0,0,0,0,0
365,BOWL GREEN ,2014,4,@,WISCONSIN,17,68,-51,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0
366,BYU,2014,4,,VIRGINIA,41,33,8,5,5,5,2,2,0,0,1,0,0,0,0,0,0,0
367,BUFFALO,2014,4,,NORFOLK,36,7,29,5,3,3,2,1,0,0,0,0,0,0,0,0,0,0
368,CAL,2014,3,@,ARIZONA,45,49,-4,6,6,6,2,1,0,0,0,0,0,0,0,0,0,0
369,UCF ,2014,3,,BETH COOK,41,7,34,5,5,5,2,2,0,0,0,0,0,0,0,0,0,0
370,C MICHIGAN,2014,4,@,KANSAS,10,24,-14,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
371,CINCINNATI,2014,2,,MIAMI OH,31,24,7,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0
372,CLEMSON,2014,3,@,FLORIDA ST,17,23,-6,2,2,2,3,1,0,0,0,0,0,0,0,0,0,0
373,COLORADO,2014,4,,HAWAII,21,12,9,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0
374,DUKE,2014,4,,TULANE,47,13,34,6,6,6,1,1,0,0,0,0,0,0,0,0,0,0
375,E CAROLINA,2014,4,,N CAROLINA ,70,41,29,10,10,10,1,0,0,0,0,0,0,0,0,0,0,0
376,E MICHIGAN,2014,4,@,MICH STATE,14,73,-59,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
377,FLORIDA,2014,3,@,ALABAMA,21,42,-21,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0
378,FAU,2014,4,@,WYOMING,19,20,-1,1,1,1,4,4,0,0,0,0,0,0,0,0,0,0
379,FIU,2014,4,,LOUISVILLE,3,34,-31,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
380,FLORIDA ST,2014,3,,CLEMSON,23,17,6,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0
381,FRESNO ST,2014,4,,SO UTAH,56,16,40,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0
382,GEORGIA,2014,3,,TROY,66,0,66,9,9,9,1,1,0,0,0,1,0,0,0,0,0,0
383,GA SOUTHRN,2014,4,@,S ALABAMA,28,6,22,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0
384,GA STATE,2014,4,@,WASHINGTON,14,45,-31,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
385,GA TECH,2014,4,@,VA TECH,27,24,3,3,3,3,3,2,0,0,0,0,0,0,0,0,0,0
386,HAWAII,2014,4,@,COLORADO,12,21,-9,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0
387,HOUSTON,2014,4,,0,47,14,33,6,6,5,2,2,0,0,0,0,0,0,0,0,0,0
388,IDAHO,2014,3,@,OHIO,24,36,-12,3,3,4,1,1,0,0,0,0,0,0,0,0,0,0
389,ILLINOIS,2014,4,,TEXAS ST,42,35,7,6,4,3,1,1,0,0,0,0,0,0,0,0,0,0
390,INDIANA ,2014,3,@,MISSOURI,31,27,4,4,4,4,2,1,0,0,0,0,0,0,0,0,0,0
391,IOWA,2014,4,@,PITTSBURGH,24,20,4,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0
392,KANSAS,2014,3,,C MICHIGAN,24,10,14,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0
393,LA LAFAYET,2014,4,@,BOISE ST,9,34,-25,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
394,LSU,2014,4,,MISS STATE,29,34,-5,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0
395,LA TECH,2014,4,,NWSTATE,27,30,-3,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0
396,LOUISVILLE,2014,4,@,FIU,34,3,31,4,4,4,2,2,0,0,0,0,0,0,0,0,0,0
397,MARSHALL,2014,4,@,AKRON ,48,17,31,6,6,6,2,2,0,0,0,0,0,0,0,0,0,0
398,MARYLAND,2014,4,@,SYRACUSE,34,20,14,4,4,4,2,2,0,0,0,0,0,0,0,0,0,0
399,UMASS,2014,4,@,PENN STATE,7,48,-41,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
400,MEMPHIS,2014,3,,MIDDLE TN,36,17,19,3,4,4,3,2,0,0,0,0,0,0,0,0,0,0
401,MIAMI FL,2014,4,@,NEBRASKA,31,41,-10,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0
402,MIAMI OH,2014,4,N,CINCINNATI,24,31,-7,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0
403,MICHIGAN,2014,4,,UTAH,10,26,-16,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0
404,MICH STATE,2014,3,,E MICHIGAN,73,14,59,10,10,10,1,1,0,0,0,0,0,0,0,0,0,0
405,MIDDLE TN,2014,4,@,MEMPHIS,17,36,-19,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0
406,MINNESOTA,2014,4,,S JOSE ST,24,7,17,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0
407,MISS STATE,2014,4,@,LSU,34,29,5,4,4,4,2,2,0,0,0,0,0,0,0,0,0,0
408,MISSOURI,2014,4,,INDIANA ,27,31,-4,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0
409,NAVY,2014,4,,RUTGERS,24,31,-7,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0
410,NEBRASKA,2014,4,,MIAMI FL,41,31,10,4,5,5,2,2,0,0,0,0,0,0,0,0,0,0
411,UNLV,2014,4,@,HOUSTON,14,47,-33,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
412,NEW MEXICO,2014,3,@,NEW MEX ST,38,35,3,5,5,5,2,1,0,0,0,0,0,0,0,0,0,0
413,NEW MEX ST,2014,4,,NEW MEXICO,35,38,-3,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
414,N CAROLINA ,2014,3,@,E CAROLINA,41,70,-29,5,5,5,2,2,0,0,0,0,0,0,0,0,0,0
415,NC STATE,2014,4,,PRESBYTERN,42,0,42,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0
416,N TEXAS,2014,4,,NICHOLLS,77,3,74,11,11,11,0,0,0,0,0,1,0,0,0,0,0,0
417,N ILLINOIS,2014,4,@,ARKANSAS,14,52,-38,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0
418,NWESTERN,2014,3,,W ILLINOIS,24,7,17,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0
419,OHIO,2014,4,,IDAHO,36,24,12,4,3,3,4,3,0,0,0,0,0,0,0,0,0,0
420,OKLAHOMA,2014,4,@,W VIRGINIA,45,33,12,6,6,6,1,1,0,0,1,0,0,0,0,0,0,0
421,DOMINION,2014,4,@,RICE,45,42,3,6,6,6,1,1,0,0,0,0,0,0,0,0,0,0
422,OREGON,2014,4,@,WASH STATE,38,31,7,5,5,5,2,1,0,0,0,0,0,0,0,0,0,0
423,OREGON ST,2014,3,,S DIEGO ST,28,7,21,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
424,PENN STATE,2014,4,,UMASS,48,7,41,6,6,6,2,2,0,0,0,0,0,0,0,0,0,0
425,PITTSBURGH,2014,4,,IOWA,20,24,-4,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
426,PURDUE,2014,4,,S ILLINOIS,35,13,22,4,3,3,2,2,1,0,0,0,0,0,0,0,0,0
427,RICE,2014,3,,DOMINION,42,45,-3,6,6,6,1,0,0,0,0,0,0,0,0,0,0,0
428,RUTGERS,2014,4,@,NAVY,31,24,7,4,4,4,2,1,0,0,0,0,0,0,0,0,0,0
429,S DIEGO ST,2014,3,@,OREGON ST,7,28,-21,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
430,S JOSE ST,2014,3,@,MINNESOTA,7,24,-17,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0
431,S ALABAMA,2014,3,,GA SOUTHRN,6,28,-22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
432,S CAROLINA,2014,4,@,VANDERBILT,48,34,14,6,6,6,2,2,0,0,0,0,0,0,2,0,0,0
433,SMU,2014,3,,TEXAS A&M,6,58,-52,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0
434,SO MISS,2014,4,,APP STATE,21,20,1,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0
435,SYRACUSE,2014,3,,MARYLAND,20,34,-14,2,2,2,3,2,0,0,0,0,0,0,0,0,0,0
436,TEMPLE,2014,3,,DELWARE ST,59,0,59,8,8,8,1,1,0,0,0,2,0,0,0,0,0,0
437,TEXAS A&M,2014,4,@,SMU,58,6,52,7,7,7,3,3,0,0,0,0,0,0,0,0,0,0
438,TEXAS ST,2014,3,@,ILLINOIS,35,42,-7,5,5,5,1,0,0,0,0,0,0,0,0,0,0,0
439,TOLEDO,2014,4,,BALL ST,34,23,11,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0
440,TROY,2014,4,@,GEORGIA,0,66,-66,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
441,TULANE,2014,4,@,DUKE,13,47,-34,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
442,UTAH,2014,3,@,MICHIGAN,26,10,16,2,2,2,5,4,0,0,0,1,0,0,0,0,0,0
443,UTAH ST,2014,4,@,ARK STATE,14,21,-7,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0
444,VANDERBILT,2014,4,,S CAROLINA,34,48,-14,4,4,4,3,2,0,0,2,0,0,0,0,0,0,0
445,VIRGINIA,2014,4,@,BYU,33,41,-8,3,3,3,4,4,0,0,0,0,0,0,1,0,0,0
446,VA TECH,2014,4,,GA TECH,24,27,-3,2,1,1,4,3,1,0,0,0,0,0,0,0,0,0
447,WAKE,2014,4,,ARMY,24,21,3,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0
448,WASHINGTON,2014,4,,GA STATE,45,14,31,6,6,6,1,1,0,0,0,0,0,0,0,0,0,0
449,WASH STATE,2014,4,,OREGON,31,38,-7,4,4,4,2,1,0,0,0,0,0,0,0,0,0,0
450,W VIRGINIA,2014,4,,OKLAHOMA,33,45,-12,4,3,3,2,2,0,0,0,0,0,0,1,0,0,0
451,W MICHIGAN ,2014,3,,MURRAY ST,45,14,31,6,6,6,1,1,0,0,0,0,0,0,0,0,0,0
452,WISCONSIN,2014,3,,BOWL GREEN ,68,17,51,9,9,8,2,2,0,0,0,0,0,0,0,0,0,0
453,WYOMING,2014,4,,FAU,20,19,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
454,APP STATE,2014,4,@,GA SOUTHRN,14,34,-20,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
455,ARIZONA ST,2014,4,,UCLA,27,62,-35,3,3,3,2,2,0,0,0,0,0,0,1,0,0,0
456,GA SOUTHRN,2014,5,,APP STATE,34,14,20,4,4,4,2,2,0,0,0,0,0,0,0,0,0,0
457,OKLA STATE,2014,4,,TEXAS TECH,45,35,10,6,6,6,1,1,0,0,0,0,0,0,0,0,0,0
458,TEXAS TECH,2014,4,@,OKLA STATE,35,45,-10,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
459,UCLA,2014,4,@,ARIZONA ST,62,27,35,8,8,8,2,2,0,0,1,0,0,0,0,0,0,0
460,FRESNO ST,2014,5,@,NEW MEXICO,35,24,11,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
461,MIDDLE TN,2014,5,@,DOMINION,41,28,13,5,5,5,2,2,0,0,0,1,0,0,0,0,0,0
462,NEW MEXICO,2014,4,,FRESNO ST,24,35,-11,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0
463,DOMINION,2014,5,,MIDDLE TN,28,41,-13,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0
464,AIR FORCE,2014,4,,BOISE ST,28,14,14,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0
