Team,Year,Week,Opp,Location
TEN,2007,13,HST,Home
PHI,2007,13,SEA,Home
PIT,2007,13,CIN,Home
OAK,2007,13,DEN,Home
SL,2007,13,ATL,Home
SD,2007,13,KC,Away
SEA,2007,13,PHI,Away
SF,2007,13,CAR,Away
TB,2007,13,NO,Away
WAS,2007,13,BUF,Home
NE,2007,13,BLT,Away
BLT,2007,13,NE,Home
CHI,2007,14,WAS,Away
WAS,2007,14,CHI,Home
BUF,2007,14,MIA,Home
CAR,2007,14,JAX,Away
CIN,2007,14,SL,Home
CLV,2007,14,NYJ,Away
IND,2007,14,BLT,Away
ARZ,2007,14,SEA,Away
DAL,2007,14,DET,Away
DEN,2007,14,KC,Home
DET,2007,14,DAL,Home
GB,2007,14,OAK,Home
HST,2007,14,TB,Home
JAX,2007,14,CAR,Home
KC,2007,14,DEN,Away
MIA,2007,14,BUF,Away
MIN,2007,14,SF,Away
NE,2007,14,PIT,Home
NYG,2007,14,PHI,Away
NYJ,2007,14,CLV,Home
TEN,2007,14,SD,Home
PHI,2007,14,NYG,Home
PIT,2007,14,NE,Away
OAK,2007,14,GB,Away
SL,2007,14,CIN,Away
BLT,2007,14,IND,Home
SD,2007,14,TEN,Away
SEA,2007,14,ARZ,Home
SF,2007,14,MIN,Home
TB,2007,14,HST,Away
ATL,2007,14,NO,Home
NO,2007,14,ATL,Away
DEN,2007,15,HST,Away
HST,2007,15,DEN,Home
CIN,2007,15,SF,Away
SF,2007,15,CIN,Home
ATL,2007,15,TB,Away
BUF,2007,15,CLV,Away
CAR,2007,15,SEA,Home
CLV,2007,15,BUF,Home
IND,2007,15,OAK,Away
ARZ,2007,15,NO,Away
DAL,2007,15,PHI,Home
DET,2007,15,SD,Away
GB,2007,15,SL,Away
JAX,2007,15,PIT,Away
KC,2007,15,TEN,Home
MIA,2007,15,BLT,Home
NO,2007,15,ARZ,Home
NE,2007,15,NYJ,Home
NYG,2007,15,WAS,Home
NYJ,2007,15,NE,Away
TEN,2007,15,KC,Away
PHI,2007,15,DAL,Away
PIT,2007,15,JAX,Home
OAK,2007,15,IND,Home
SL,2007,15,GB,Home
BLT,2007,15,MIA,Away
SD,2007,15,DET,Home
SEA,2007,15,CAR,Away
TB,2007,15,ATL,Home
WAS,2007,15,NYG,Away
CHI,2007,15,MIN,Away
MIN,2007,15,CHI,Home
PIT,2007,16,SL,Away
SL,2007,16,PIT,Home
CAR,2007,16,DAL,Home
DAL,2007,16,CAR,Away
ATL,2007,16,ARZ,Away
BUF,2007,16,NYG,Home
CHI,2007,16,GB,Home
CIN,2007,16,CLV,Home
CLV,2007,16,CIN,Away
IND,2007,16,HST,Home
ARZ,2007,16,ATL,Home
DET,2007,16,KC,Home
GB,2007,16,CHI,Away
HST,2007,16,IND,Away
JAX,2007,16,OAK,Home
KC,2007,16,DET,Away
MIA,2007,16,NE,Away
MIN,2007,16,WAS,Home
NO,2007,16,PHI,Home
NE,2007,16,MIA,Home
NYG,2007,16,BUF,Away
NYJ,2007,16,TEN,Away
TEN,2007,16,NYJ,Home
PHI,2007,16,NO,Away
OAK,2007,16,JAX,Away
BLT,2007,16,SEA,Away
SEA,2007,16,BLT,Home
SF,2007,16,TB,Home
TB,2007,16,SF,Away
WAS,2007,16,MIN,Away
DEN,2007,16,SD,Away
SD,2007,16,DEN,Home
NE,2007,17,NYG,Away
NYG,2007,17,NE,Home
ATL,2007,17,SEA,Home
BUF,2007,17,PHI,Away
CAR,2007,17,TB,Away
CHI,2007,17,NO,Home
CIN,2007,17,MIA,Away
CLV,2007,17,SF,Home
IND,2007,17,TEN,Home
ARZ,2007,17,SL,Home
DAL,2007,17,WAS,Away
DEN,2007,17,MIN,Home
DET,2007,17,GB,Away
GB,2007,17,DET,Home
HST,2007,17,JAX,Home
JAX,2007,17,HST,Away
KC,2007,17,NYJ,Away
MIA,2007,17,CIN,Home
MIN,2007,17,DEN,Away
NO,2007,17,CHI,Away
NYJ,2007,17,KC,Home
TEN,2007,17,IND,Away
PHI,2007,17,BUF,Home
PIT,2007,17,BLT,Away
OAK,2007,17,SD,Home
SL,2007,17,ARZ,Away
BLT,2007,17,PIT,Home
SD,2007,17,OAK,Away
SEA,2007,17,ATL,Away
SF,2007,17,CLV,Away
TB,2007,17,CAR,Home
WAS,2007,17,DAL,Home
JAX,2007,29,PIT,Away
PIT,2007,29,JAX,Home
SEA,2007,29,WAS,Home
WAS,2007,29,SEA,Away
NYG,2007,29,TB,Away
TEN,2007,29,SD,Away
SD,2007,29,TEN,Home
TB,2007,29,NYG,Home
GB,2007,30,SEA,Home
JAX,2007,30,NE,Away
NE,2007,30,JAX,Home
SEA,2007,30,GB,Away
IND,2007,30,SD,Home
DAL,2007,30,NYG,Home
NYG,2007,30,DAL,Away
SD,2007,30,IND,Away
GB,2007,31,NYG,Home
NE,2007,31,SD,Home
NYG,2007,31,GB,Away
SD,2007,31,NE,Away
NE,2007,32,NYG,Home
NYG,2007,32,NE,Home
NYG,2008,1,WAS,Home
WAS,2008,1,NYG,Away
ATL,2008,1,DET,Home
BUF,2008,1,SEA,Home
CAR,2008,1,SD,Away
CHI,2008,1,IND,Away
CIN,2008,1,BLT,Away
CLV,2008,1,DAL,Home
IND,2008,1,CHI,Home
ARZ,2008,1,SF,Away
DAL,2008,1,CLV,Away
DET,2008,1,ATL,Away
HST,2008,1,PIT,Away
JAX,2008,1,TEN,Away
KC,2008,1,NE,Away
MIA,2008,1,NYJ,Home
NO,2008,1,TB,Home
NE,2008,1,KC,Home
NYJ,2008,1,MIA,Away
TEN,2008,1,JAX,Home
PHI,2008,1,SL,Home
PIT,2008,1,HST,Home
SL,2008,1,PHI,Away
BLT,2008,1,CIN,Home
SD,2008,1,CAR,Home
SEA,2008,1,BUF,Away
SF,2008,1,ARZ,Home
TB,2008,1,NO,Away
DEN,2008,1,OAK,Away
GB,2008,1,MIN,Home
MIN,2008,1,GB,Away
OAK,2008,1,DEN,Home
ATL,2008,2,TB,Away
BUF,2008,2,JAX,Away
CAR,2008,2,CHI,Home
CHI,2008,2,CAR,Away
CIN,2008,2,TEN,Home
CLV,2008,2,PIT,Home
IND,2008,2,MIN,Away
ARZ,2008,2,MIA,Home
DEN,2008,2,SD,Home
DET,2008,2,GB,Home
GB,2008,2,DET,Away
JAX,2008,2,BUF,Home
KC,2008,2,OAK,Home
MIA,2008,2,ARZ,Away
MIN,2008,2,IND,Home
NO,2008,2,WAS,Away
NE,2008,2,NYJ,Away
NYG,2008,2,SL,Away
NYJ,2008,2,NE,Home
TEN,2008,2,CIN,Away
PIT,2008,2,CLV,Away
OAK,2008,2,KC,Away
SL,2008,2,NYG,Home
SD,2008,2,DEN,Away
SEA,2008,2,SF,Home
SF,2008,2,SEA,Away
TB,2008,2,ATL,Home
WAS,2008,2,NO,Home
DAL,2008,2,PHI,Home
PHI,2008,2,DAL,Away
ATL,2008,3,KC,Home
BUF,2008,3,OAK,Home
CAR,2008,3,MIN,Away
CHI,2008,3,TB,Home
CIN,2008,3,NYG,Away
CLV,2008,3,BLT,Away
IND,2008,3,JAX,Home
ARZ,2008,3,WAS,Away
DAL,2008,3,GB,Away
DEN,2008,3,NO,Home
DET,2008,3,SF,Away
GB,2008,3,DAL,Home
HST,2008,3,TEN,Away
JAX,2008,3,IND,Away
KC,2008,3,ATL,Away
MIA,2008,3,NE,Away
MIN,2008,3,CAR,Home
NO,2008,3,DEN,Away
NE,2008,3,MIA,Home
NYG,2008,3,CIN,Home
TEN,2008,3,HST,Home
PHI,2008,3,PIT,Home
PIT,2008,3,PHI,Away
OAK,2008,3,BUF,Away
SL,2008,3,SEA,Away
BLT,2008,3,CLV,Home
SEA,2008,3,SL,Home
SF,2008,3,DET,Home
TB,2008,3,CHI,Away
WAS,2008,3,ARZ,Home
NYJ,2008,3,SD,Away
SD,2008,3,NYJ,Home
ATL,2008,4,CAR,Away
BUF,2008,4,SL,Away
CAR,2008,4,ATL,Home
CHI,2008,4,PHI,Home
CIN,2008,4,CLV,Home
CLV,2008,4,CIN,Away
ARZ,2008,4,NYJ,Away
DAL,2008,4,WAS,Home
DEN,2008,4,KC,Away
GB,2008,4,TB,Away
HST,2008,4,JAX,Away
JAX,2008,4,HST,Home
KC,2008,4,DEN,Home
MIN,2008,4,TEN,Away
NO,2008,4,SF,Home
NYJ,2008,4,ARZ,Home
TEN,2008,4,MIN,Home
PHI,2008,4,CHI,Away
OAK,2008,4,SD,Home
SL,2008,4,BUF,Home
SD,2008,4,OAK,Away
SF,2008,4,NO,Away
TB,2008,4,GB,Home
WAS,2008,4,DAL,Away
PIT,2008,4,BLT,Home
BLT,2008,4,PIT,Away
ATL,2008,5,GB,Away
BUF,2008,5,ARZ,Away
CAR,2008,5,KC,Home
CHI,2008,5,DET,Away
CIN,2008,5,DAL,Away
IND,2008,5,HST,Away
ARZ,2008,5,BUF,Home
DAL,2008,5,CIN,Home
DEN,2008,5,TB,Home
DET,2008,5,CHI,Home
GB,2008,5,ATL,Home
HST,2008,5,IND,Home
JAX,2008,5,PIT,Home
KC,2008,5,CAR,Away
MIA,2008,5,SD,Home
NE,2008,5,SF,Away
NYG,2008,5,SEA,Home
TEN,2008,5,BLT,Away
PHI,2008,5,WAS,Home
PIT,2008,5,JAX,Away
BLT,2008,5,TEN,Home
SD,2008,5,MIA,Away
SEA,2008,5,NYG,Away
SF,2008,5,NE,Home
TB,2008,5,DEN,Away
WAS,2008,5,PHI,Away
MIN,2008,5,NO,Away
NO,2008,5,MIN,Home
ATL,2008,6,CHI,Home
CAR,2008,6,TB,Away
CHI,2008,6,ATL,Away
CIN,2008,6,NYJ,Away
IND,2008,6,BLT,Home
ARZ,2008,6,DAL,Home
DAL,2008,6,ARZ,Away
DEN,2008,6,JAX,Home
DET,2008,6,MIN,Away
GB,2008,6,SEA,Away
HST,2008,6,MIA,Home
JAX,2008,6,DEN,Away
MIA,2008,6,HST,Away
MIN,2008,6,DET,Home
NO,2008,6,OAK,Home
NE,2008,6,SD,Away
NYJ,2008,6,CIN,Home
PHI,2008,6,SF,Away
OAK,2008,6,NO,Away
SL,2008,6,WAS,Away
BLT,2008,6,IND,Away
SD,2008,6,NE,Home
SEA,2008,6,GB,Home
SF,2008,6,PHI,Home
TB,2008,6,CAR,Home
WAS,2008,6,SL,Home
CLV,2008,6,NYG,Home
NYG,2008,6,CLV,Away
BUF,2008,7,SD,Home
CAR,2008,7,NO,Home
CHI,2008,7,MIN,Home
CIN,2008,7,PIT,Home
CLV,2008,7,WAS,Away
IND,2008,7,GB,Away
DAL,2008,7,SL,Away
DET,2008,7,HST,Away
GB,2008,7,IND,Home
HST,2008,7,DET,Home
KC,2008,7,TEN,Home
MIA,2008,7,BLT,Home
MIN,2008,7,CHI,Away
NO,2008,7,CAR,Away
NYG,2008,7,SF,Home
NYJ,2008,7,OAK,Away
TEN,2008,7,KC,Away
PIT,2008,7,CIN,Away
OAK,2008,7,NYJ,Home
SL,2008,7,DAL,Home
BLT,2008,7,MIA,Away
SD,2008,7,BUF,Away
SEA,2008,7,TB,Away
SF,2008,7,NYG,Away
TB,2008,7,SEA,Home
WAS,2008,7,CLV,Home
DEN,2008,7,NE,Away
NE,2008,7,DEN,Home
ATL,2008,8,PHI,Away
BUF,2008,8,MIA,Away
CAR,2008,8,ARZ,Home
CIN,2008,8,HST,Away
CLV,2008,8,JAX,Away
ARZ,2008,8,CAR,Away
DAL,2008,8,TB,Home
DET,2008,8,WAS,Home
HST,2008,8,CIN,Home
JAX,2008,8,CLV,Home
KC,2008,8,NYJ,Away
MIA,2008,8,BUF,Home
NO,2008,8,SD,Home
NE,2008,8,SL,Home
NYG,2008,8,PIT,Away
NYJ,2008,8,KC,Home
PHI,2008,8,ATL,Home
PIT,2008,8,NYG,Home
OAK,2008,8,BLT,Away
SL,2008,8,NE,Away
BLT,2008,8,OAK,Home
SD,2008,8,NO,Away
SEA,2008,8,SF,Away
SF,2008,8,SEA,Home
TB,2008,8,DAL,Away
WAS,2008,8,DET,Away
IND,2008,8,TEN,Away
TEN,2008,8,IND,Home
ATL,2008,9,OAK,Away
BUF,2008,9,NYJ,Home
CHI,2008,9,DET,Home
CIN,2008,9,JAX,Home
CLV,2008,9,BLT,Home
IND,2008,9,NE,Home
ARZ,2008,9,SL,Away
DAL,2008,9,NYG,Away
DEN,2008,9,MIA,Home
DET,2008,9,CHI,Away
GB,2008,9,TEN,Away
HST,2008,9,MIN,Away
JAX,2008,9,CIN,Away
KC,2008,9,TB,Home
MIA,2008,9,DEN,Away
MIN,2008,9,HST,Home
NE,2008,9,IND,Away
NYG,2008,9,DAL,Home
NYJ,2008,9,BUF,Away
TEN,2008,9,GB,Home
PHI,2008,9,SEA,Away
OAK,2008,9,ATL,Home
SL,2008,9,ARZ,Home
BLT,2008,9,CLV,Away
SEA,2008,9,PHI,Home
TB,2008,9,KC,Away
PIT,2008,9,WAS,Away
WAS,2008,9,PIT,Home
CLV,2008,10,DEN,Home
DEN,2008,10,CLV,Away
ATL,2008,10,NO,Home
BUF,2008,10,NE,Away
CAR,2008,10,OAK,Away
CHI,2008,10,TEN,Home
IND,2008,10,PIT,Away
DET,2008,10,JAX,Home
GB,2008,10,MIN,Away
HST,2008,10,BLT,Home
JAX,2008,10,DET,Away
KC,2008,10,SD,Away
MIA,2008,10,SEA,Home
MIN,2008,10,GB,Home
NO,2008,10,ATL,Away
NE,2008,10,BUF,Home
NYG,2008,10,PHI,Away
NYJ,2008,10,SL,Home
TEN,2008,10,CHI,Away
PHI,2008,10,NYG,Home
PIT,2008,10,IND,Home
OAK,2008,10,CAR,Home
SL,2008,10,NYJ,Away
BLT,2008,10,HST,Away
SD,2008,10,KC,Home
SEA,2008,10,MIA,Away
ARZ,2008,10,SF,Home
SF,2008,10,ARZ,Away
NE,2008,11,NYJ,Home
NYJ,2008,11,NE,Away
ATL,2008,11,DEN,Home
CAR,2008,11,DET,Home
CHI,2008,11,GB,Away
CIN,2008,11,PHI,Home
IND,2008,11,HST,Home
ARZ,2008,11,SEA,Away
DAL,2008,11,WAS,Away
DEN,2008,11,ATL,Away
DET,2008,11,CAR,Away
GB,2008,11,CHI,Home
HST,2008,11,IND,Away
JAX,2008,11,TEN,Home
KC,2008,11,NO,Home
MIA,2008,11,OAK,Home
MIN,2008,11,TB,Away
NO,2008,11,KC,Away
NYG,2008,11,BLT,Home
TEN,2008,11,JAX,Away
PHI,2008,11,CIN,Away
PIT,2008,11,SD,Home
OAK,2008,11,MIA,Away
SL,2008,11,SF,Away
BLT,2008,11,NYG,Away
SD,2008,11,PIT,Away
SEA,2008,11,ARZ,Home
SF,2008,11,SL,Home
TB,2008,11,MIN,Home
WAS,2008,11,DAL,Home
BUF,2008,11,CLV,Home
CLV,2008,11,BUF,Away
CIN,2008,12,PIT,Away
PIT,2008,12,CIN,Home
ATL,2008,12,CAR,Home
BUF,2008,12,KC,Away
CAR,2008,12,ATL,Away
CHI,2008,12,SL,Away
CLV,2008,12,HST,Home
IND,2008,12,SD,Away
ARZ,2008,12,NYG,Home
DAL,2008,12,SF,Home
DEN,2008,12,OAK,Home
DET,2008,12,TB,Home
HST,2008,12,CLV,Away
JAX,2008,12,MIN,Home
KC,2008,12,BUF,Home
MIA,2008,12,NE,Home
MIN,2008,12,JAX,Away
NE,2008,12,MIA,Away
NYG,2008,12,ARZ,Away
NYJ,2008,12,TEN,Away
TEN,2008,12,NYJ,Home
PHI,2008,12,BLT,Away
OAK,2008,12,DEN,Away
SL,2008,12,CHI,Home
BLT,2008,12,PHI,Home
SD,2008,12,IND,Home
SEA,2008,12,WAS,Home
SF,2008,12,DAL,Away
TB,2008,12,DET,Away
WAS,2008,12,SEA,Away
GB,2008,12,NO,Away
NO,2008,12,GB,Home
ARZ,2008,13,PHI,Away
DAL,2008,13,SEA,Home
DET,2008,13,TEN,Home
TEN,2008,13,DET,Away
PHI,2008,13,ARZ,Home
SEA,2008,13,DAL,Away
ATL,2008,13,SD,Away
BUF,2008,13,SF,Home
CAR,2008,13,GB,Away
CHI,2008,13,MIN,Away
CIN,2008,13,BLT,Home
CLV,2008,13,IND,Home
IND,2008,13,CLV,Away
DEN,2008,13,NYJ,Away
GB,2008,13,CAR,Home
KC,2008,13,OAK,Away
MIA,2008,13,SL,Away
MIN,2008,13,CHI,Home
NO,2008,13,TB,Away
NE,2008,13,PIT,Home
NYG,2008,13,WAS,Away
NYJ,2008,13,DEN,Home
PIT,2008,13,NE,Away
OAK,2008,13,KC,Home
SL,2008,13,MIA,Home
BLT,2008,13,CIN,Away
SD,2008,13,ATL,Home
SF,2008,13,BUF,Away
TB,2008,13,NO,Home
WAS,2008,13,NYG,Home
HST,2008,13,JAX,Home
JAX,2008,13,HST,Away
OAK,2008,14,SD,Away
SD,2008,14,OAK,Home
ATL,2008,14,NO,Away
BUF,2008,14,MIA,Home
CHI,2008,14,JAX,Home
CIN,2008,14,IND,Away
CLV,2008,14,TEN,Away
IND,2008,14,CIN,Home
ARZ,2008,14,SL,Home
DAL,2008,14,PIT,Away
DEN,2008,14,KC,Home
DET,2008,14,MIN,Home
GB,2008,14,HST,Home
HST,2008,14,GB,Away
JAX,2008,14,CHI,Away
KC,2008,14,DEN,Away
MIA,2008,14,BUF,Away
MIN,2008,14,DET,Away
NO,2008,14,ATL,Home
NE,2008,14,SEA,Away
NYG,2008,14,PHI,Home
NYJ,2008,14,SF,Away
TEN,2008,14,CLV,Home
PHI,2008,14,NYG,Away
PIT,2008,14,DAL,Home
SL,2008,14,ARZ,Away
BLT,2008,14,WAS,Home
SEA,2008,14,NE,Home
SF,2008,14,NYJ,Home
WAS,2008,14,BLT,Away
CAR,2008,14,TB,Home
TB,2008,14,CAR,Away
CHI,2008,15,NO,Home
NO,2008,15,CHI,Away
ATL,2008,15,TB,Home
BUF,2008,15,NYJ,Away
CAR,2008,15,DEN,Home
CIN,2008,15,WAS,Home
IND,2008,15,DET,Home
ARZ,2008,15,MIN,Home
DAL,2008,15,NYG,Home
DEN,2008,15,CAR,Away
DET,2008,15,IND,Away
GB,2008,15,JAX,Away
HST,2008,15,TEN,Home
JAX,2008,15,GB,Home
KC,2008,15,SD,Home
MIA,2008,15,SF,Home
MIN,2008,15,ARZ,Away
NE,2008,15,OAK,Away
NYG,2008,15,DAL,Away
NYJ,2008,15,BUF,Home
TEN,2008,15,HST,Away
PIT,2008,15,BLT,Away
OAK,2008,15,NE,Home
SL,2008,15,SEA,Home
BLT,2008,15,PIT,Home
SD,2008,15,KC,Away
SEA,2008,15,SL,Away
SF,2008,15,MIA,Away
TB,2008,15,ATL,Away
WAS,2008,15,CIN,Away
CLV,2008,15,PHI,Away
PHI,2008,15,CLV,Home
IND,2008,16,JAX,Away
JAX,2008,16,IND,Home
DAL,2008,16,BLT,Home
BLT,2008,16,DAL,Away
ATL,2008,16,MIN,Away
BUF,2008,16,DEN,Away
CAR,2008,16,NYG,Away
CIN,2008,16,CLV,Away
CLV,2008,16,CIN,Home
ARZ,2008,16,NE,Away
DEN,2008,16,BUF,Home
DET,2008,16,NO,Home
HST,2008,16,OAK,Away
KC,2008,16,MIA,Home
MIA,2008,16,KC,Away
MIN,2008,16,ATL,Home
NO,2008,16,DET,Away
NE,2008,16,ARZ,Home
NYG,2008,16,CAR,Home
NYJ,2008,16,SEA,Away
TEN,2008,16,PIT,Home
PHI,2008,16,WAS,Away
PIT,2008,16,TEN,Away
OAK,2008,16,HST,Home
SL,2008,16,SF,Home
SD,2008,16,TB,Away
SEA,2008,16,NYJ,Home
SF,2008,16,SL,Away
TB,2008,16,SD,Home
WAS,2008,16,PHI,Home
CHI,2008,16,GB,Home
GB,2008,16,CHI,Away
ATL,2008,17,SL,Home
BUF,2008,17,NE,Home
CAR,2008,17,NO,Away
CHI,2008,17,HST,Away
CIN,2008,17,KC,Home
CLV,2008,17,PIT,Away
IND,2008,17,TEN,Home
ARZ,2008,17,SEA,Home
DAL,2008,17,PHI,Away
DEN,2008,17,SD,Away
DET,2008,17,GB,Away
GB,2008,17,DET,Home
HST,2008,17,CHI,Home
JAX,2008,17,BLT,Away
KC,2008,17,CIN,Away
MIA,2008,17,NYJ,Away
MIN,2008,17,NYG,Home
NO,2008,17,CAR,Home
NE,2008,17,BUF,Away
NYG,2008,17,MIN,Away
NYJ,2008,17,MIA,Home
TEN,2008,17,IND,Away
PHI,2008,17,DAL,Home
PIT,2008,17,CLV,Home
OAK,2008,17,TB,Away
SL,2008,17,ATL,Away
BLT,2008,17,JAX,Home
SD,2008,17,DEN,Home
SEA,2008,17,ARZ,Away
SF,2008,17,WAS,Home
TB,2008,17,OAK,Home
WAS,2008,17,SF,Away
ATL,2008,29,ARZ,Away
IND,2008,29,SD,Away
ARZ,2008,29,ATL,Home
SD,2008,29,IND,Home
MIA,2008,29,BLT,Home
MIN,2008,29,PHI,Home
PHI,2008,29,MIN,Away
BLT,2008,29,MIA,Away
CAR,2008,30,ARZ,Home
ARZ,2008,30,CAR,Away
TEN,2008,30,BLT,Home
BLT,2008,30,TEN,Away
NYG,2008,30,PHI,Home
PHI,2008,30,NYG,Away
PIT,2008,30,SD,Home
SD,2008,30,PIT,Away
ARZ,2008,31,PHI,Home
PHI,2008,31,ARZ,Away
PIT,2008,31,BLT,Home
BLT,2008,31,PIT,Away
ARZ,2008,32,PIT,Home
PIT,2008,32,ARZ,Home
TEN,2009,1,PIT,Away
PIT,2009,1,TEN,Home
ATL,2009,1,MIA,Home
CAR,2009,1,PHI,Home
CHI,2009,1,GB,Away
CIN,2009,1,DEN,Home
CLV,2009,1,MIN,Home
IND,2009,1,JAX,Home
ARZ,2009,1,SF,Home
DAL,2009,1,TB,Away
DEN,2009,1,CIN,Away
DET,2009,1,NO,Away
GB,2009,1,CHI,Home
HST,2009,1,NYJ,Home
JAX,2009,1,IND,Away
KC,2009,1,BLT,Away
MIA,2009,1,ATL,Away
MIN,2009,1,CLV,Away
NO,2009,1,DET,Home
NYG,2009,1,WAS,Home
NYJ,2009,1,HST,Away
PHI,2009,1,CAR,Away
SL,2009,1,SEA,Away
BLT,2009,1,KC,Home
SEA,2009,1,SL,Home
SF,2009,1,ARZ,Away
TB,2009,1,DAL,Home
WAS,2009,1,NYG,Away
BUF,2009,1,NE,Away
NE,2009,1,BUF,Home
OAK,2009,1,SD,Home
SD,2009,1,OAK,Away
ATL,2009,2,CAR,Home
BUF,2009,2,TB,Home
CAR,2009,2,ATL,Away
CHI,2009,2,PIT,Home
CIN,2009,2,GB,Away
CLV,2009,2,DEN,Away
ARZ,2009,2,JAX,Away
DAL,2009,2,NYG,Home
DEN,2009,2,CLV,Home
DET,2009,2,MIN,Home
GB,2009,2,CIN,Home
HST,2009,2,TEN,Away
JAX,2009,2,ARZ,Home
KC,2009,2,OAK,Home
MIN,2009,2,DET,Away
NO,2009,2,PHI,Away
NE,2009,2,NYJ,Away
NYG,2009,2,DAL,Away
NYJ,2009,2,NE,Home
TEN,2009,2,HST,Home
PHI,2009,2,NO,Home
PIT,2009,2,CHI,Away
OAK,2009,2,KC,Away
SL,2009,2,WAS,Away
BLT,2009,2,SD,Away
SD,2009,2,BLT,Home
SEA,2009,2,SF,Away
SF,2009,2,SEA,Home
TB,2009,2,BUF,Away
WAS,2009,2,SL,Home
IND,2009,2,MIA,Away
MIA,2009,2,IND,Home
ATL,2009,3,NE,Away
BUF,2009,3,NO,Home
CHI,2009,3,SEA,Away
CIN,2009,3,PIT,Home
CLV,2009,3,BLT,Away
IND,2009,3,ARZ,Away
ARZ,2009,3,IND,Home
DEN,2009,3,OAK,Away
DET,2009,3,WAS,Home
GB,2009,3,SL,Away
HST,2009,3,JAX,Home
JAX,2009,3,HST,Away
KC,2009,3,PHI,Away
MIA,2009,3,SD,Away
MIN,2009,3,SF,Home
NO,2009,3,BUF,Away
NE,2009,3,ATL,Home
NYG,2009,3,TB,Away
NYJ,2009,3,TEN,Home
TEN,2009,3,NYJ,Away
PHI,2009,3,KC,Home
PIT,2009,3,CIN,Away
OAK,2009,3,DEN,Home
SL,2009,3,GB,Home
BLT,2009,3,CLV,Home
SD,2009,3,MIA,Home
SEA,2009,3,CHI,Home
SF,2009,3,MIN,Away
TB,2009,3,NYG,Home
WAS,2009,3,DET,Away
CAR,2009,3,DAL,Away
DAL,2009,3,CAR,Home
BUF,2009,4,MIA,Away
CHI,2009,4,DET,Home
CIN,2009,4,CLV,Away
CLV,2009,4,CIN,Home
IND,2009,4,SEA,Home
DAL,2009,4,DEN,Away
DEN,2009,4,DAL,Home
DET,2009,4,CHI,Away
HST,2009,4,OAK,Home
JAX,2009,4,TEN,Home
KC,2009,4,NYG,Home
MIA,2009,4,BUF,Home
NO,2009,4,NYJ,Home
NE,2009,4,BLT,Home
NYG,2009,4,KC,Away
NYJ,2009,4,NO,Away
TEN,2009,4,JAX,Away
PIT,2009,4,SD,Home
OAK,2009,4,HST,Away
SL,2009,4,SF,Away
BLT,2009,4,NE,Away
SD,2009,4,PIT,Away
SEA,2009,4,IND,Away
SF,2009,4,SL,Home
TB,2009,4,WAS,Away
WAS,2009,4,TB,Home
GB,2009,4,MIN,Away
MIN,2009,4,GB,Home
ATL,2009,5,SF,Away
BUF,2009,5,CLV,Home
CAR,2009,5,WAS,Home
CIN,2009,5,BLT,Away
CLV,2009,5,BUF,Away
IND,2009,5,TEN,Away
ARZ,2009,5,HST,Home
DAL,2009,5,KC,Away
DEN,2009,5,NE,Home
DET,2009,5,PIT,Home
HST,2009,5,ARZ,Away
JAX,2009,5,SEA,Away
KC,2009,5,DAL,Home
MIN,2009,5,SL,Away
NE,2009,5,DEN,Away
NYG,2009,5,OAK,Home
TEN,2009,5,IND,Home
PHI,2009,5,TB,Home
PIT,2009,5,DET,Away
OAK,2009,5,NYG,Away
SL,2009,5,MIN,Home
BLT,2009,5,CIN,Home
SEA,2009,5,JAX,Home
SF,2009,5,ATL,Home
TB,2009,5,PHI,Away
WAS,2009,5,CAR,Away
MIA,2009,5,NYJ,Home
NYJ,2009,5,MIA,Away
ATL,2009,6,CHI,Home
BUF,2009,6,NYJ,Away
CAR,2009,6,TB,Away
CHI,2009,6,ATL,Away
CIN,2009,6,HST,Home
CLV,2009,6,PIT,Away
ARZ,2009,6,SEA,Away
DET,2009,6,GB,Away
GB,2009,6,DET,Home
HST,2009,6,CIN,Away
JAX,2009,6,SL,Home
KC,2009,6,WAS,Away
MIN,2009,6,BLT,Home
NO,2009,6,NYG,Home
NE,2009,6,TEN,Home
NYG,2009,6,NO,Away
NYJ,2009,6,BUF,Home
TEN,2009,6,NE,Away
PHI,2009,6,OAK,Away
PIT,2009,6,CLV,Home
OAK,2009,6,PHI,Home
SL,2009,6,JAX,Away
BLT,2009,6,MIN,Away
SEA,2009,6,ARZ,Home
TB,2009,6,CAR,Home
WAS,2009,6,KC,Home
DEN,2009,6,SD,Away
SD,2009,6,DEN,Home
ATL,2009,7,DAL,Away
BUF,2009,7,CAR,Away
CAR,2009,7,BUF,Home
CHI,2009,7,CIN,Away
CIN,2009,7,CHI,Home
CLV,2009,7,GB,Home
IND,2009,7,SL,Away
ARZ,2009,7,NYG,Away
DAL,2009,7,ATL,Home
GB,2009,7,CLV,Away
HST,2009,7,SF,Home
KC,2009,7,SD,Home
MIA,2009,7,NO,Home
MIN,2009,7,PIT,Away
NO,2009,7,MIA,Away
NE,2009,7,TB,Away
NYG,2009,7,ARZ,Home
NYJ,2009,7,OAK,Away
PIT,2009,7,MIN,Home
OAK,2009,7,NYJ,Home
SL,2009,7,IND,Home
SD,2009,7,KC,Away
SF,2009,7,HST,Away
TB,2009,7,NE,Home
PHI,2009,7,WAS,Away
WAS,2009,7,PHI,Home
BUF,2009,8,HST,Home
CAR,2009,8,ARZ,Away
CHI,2009,8,CLV,Home
